ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2_F,P_0A2_M,P_3A5_F,P_3A5_M,P_6A11_F,P_6A11_M,P_12A14_F,P_12A14_M,P_60YMAS,P_60YMAS_F,P_60YMAS_M,POB0_14,P3HLINHE,P3HLINHE_F,P3HLINHE_M,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCON_LIMI,PCLIM_PMEN,GRAPROES,GRAPROES_F,GRAPROES_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PHOGJEF_F,PHOGJEF_M,VIVTOT,VPH_PISOTI,VPH_S_ELEC,VPH_AGUAFV,VPH_NODREN,VPH_SNBIEN,VPH_RADIO,VPH_TV,CVEGEO,AMBITO,SUP_HAS,LIT1000,LIT5000,MANGLAR1km,MANGLAR5km,SUP_MAG_HA,CUENTA_ATLAS,ANIO_ATLAS,CUENTA_PPC,CUENTA_UPC,X,Y
03,Baja California Sur,002,Mulegé,0097,Heroica Mulegé,"111°58'53.042"" W","26°53'29.634"" N",0013,3834,1866,1968,95,77,89,106,179,201,82,81,622,285,337,910,0,0,0,78,49,23,26,305,859,57,9.04,9.18,8.9,22,4,18,559,985,2795,1878,36,22,13,40,29,532,1077,030020097,Urbana,512.6412,1,1,1,1,0.08399,1,2011,0,0,-111.98140055555555,26.891565
03,Baja California Sur,002,Mulegé,0116,Punta Abreojos,"113°34'23.364"" W","26°43'03.635"" N",0010,977,472,505,24,29,21,21,57,49,19,26,145,64,81,246,0,0,0,8,4,2,2,32,143,16,8.72,9.03,8.43,9,5,4,89,106,871,406,2,2,2,8,1,149,312,030020116,Rural,86.1129,1,1,0,1,0,1,2011,0,0,-113.57315666666666,26.717676388888886
03,Baja California Sur,002,Mulegé,0715,Posada Concepción,"111°53'54.031"" W","26°45'09.722"" N",0021,58,27,31,0,3,0,0,0,0,0,0,43,19,24,3,0,0,0,0,0,0,0,6,21,1,14.82,14.26,15.36,0,0,0,6,16,42,95,0,0,0,0,0,25,31,030020715,Rural,1.8874,1,1,1,1,0,1,2011,0,0,-111.89834194444445,26.752700555555556
03,Baja California Sur,002,Mulegé,1374,Ejido Luis Echeverría,"113°08'51.545"" W","26°49'23.516"" N",0003,433,200,233,10,19,22,13,26,34,11,10,22,8,14,145,0,0,0,13,0,0,0,11,14,3,8.34,8.45,8.25,14,0,14,68,43,390,170,8,1,71,54,0,43,97,030021374,Rural,40.3679,1,1,0,1,0,1,2011,0,0,-113.14765138888889,26.82319888888889
03,Baja California Sur,003,La Paz,0001,La Paz,"110°18'23.724"" W","24°08'55.482"" N",0031,250141,126245,123896,4438,4532,5351,5372,11196,11515,5615,5802,31750,16911,14839,53821,17,12,5,3696,5663,2752,2911,12918,32556,3857,11.39,11.37,11.41,2309,783,1526,32540,80232,168288,98009,1267,489,1081,342,243,54434,74079,030030001,Urbana,7944.042,0,0,1,1,0,1,2012,1,1,-110.30659,24.148744999999998
03,Baja California Sur,003,La Paz,0092,El Centenario,"110°24'47.259"" W","24°06'08.815"" N",0003,6221,3091,3130,129,141,165,158,314,317,135,158,775,394,381,1517,1,0,1,173,64,30,34,384,859,94,10.5,10.53,10.47,73,21,52,1018,1691,4526,2482,45,24,52,24,12,1216,1688,030030092,Urbana,810.7101,1,1,1,1,0,1,2012,1,1,-110.4131275,24.10244861111111
03,Baja California Sur,003,La Paz,0108,Chametla,"110°22'26.666"" W","24°06'07.103"" N",0003,3054,1520,1534,64,45,71,74,147,162,80,79,369,186,183,722,0,0,0,49,114,53,61,122,340,33,11.11,11.28,10.93,17,7,10,563,741,2294,1133,8,4,12,17,4,589,874,030030108,Urbana,291.7012,1,1,1,1,0,1,2012,1,1,-110.37407388888889,24.101973055555558
03,Baja California Sur,003,La Paz,0224,Puerto Chale,"111°33'09.767"" W","24°25'27.013"" N",0005,393,186,207,8,14,13,7,23,27,12,8,32,15,17,112,0,0,0,0,1,1,0,25,81,4,7.39,7.48,7.3,0,0,0,57,68,325,153,23,43,111,24,11,58,82,030030224,Rural,21.5857,1,1,1,1,0,1,2012,1,1,-111.55271305555556,24.42417027777778
03,Baja California Sur,003,La Paz,1450,El Comitán,"110°25'25.097"" W","24°07'56.564"" N",0007,87,40,47,0,0,0,0,1,0,0,2,47,22,25,3,0,0,0,0,0,0,0,3,13,2,15.21,15.54,14.93,0,0,0,35,17,70,142,0,0,0,0,0,36,41,030031450,Rural,110.8217,1,1,1,1,0,1,2012,1,1,-110.42363805555556,24.13237888888889
03,Baja California Sur,003,La Paz,1534,Puerto de Pichilingue,"110°19'39.107"" W","24°16'33.873"" N",0014,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,030031534,Rural,36.426,1,1,1,1,0,1,2012,1,1,-110.32752972222222,24.276075833333334
03,Baja California Sur,003,La Paz,1561,Punta Prieta,"110°18'32.459"" W","24°13'24.207"" N",0016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,030031561,Rural,34.7055,1,1,1,1,0,1,2012,1,1,-110.30901638888889,24.223390833333333
03,Baja California Sur,003,La Paz,2846,Maravia,"110°17'28.086"" W","24°20'22.068"" N",0061,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,030032846,Rural,18.6283,1,1,0,1,0,1,2012,1,1,-110.291135,24.33946333333333
04,Campeche,001,Calkiní,0002,Isla Arena,"90°27'08.853"" W","20°41'25.798"" N",0001,968,465,503,33,13,25,26,53,45,18,25,137,66,71,238,0,0,0,318,3,0,3,101,204,4,8.49,8.65,8.35,0,0,0,106,132,836,349,12,1,7,10,3,95,243,040010002,Rural,30.1813,1,1,1,1,1.55151,0,NA,0,0,-90.45245916666667,20.690499444444445
04,Campeche,002,Campeche,0001,San Francisco de Campeche,"90°32'22.737"" W","19°50'41.331"" N",0005,249623,130524,119099,4842,4990,5751,5789,10916,11671,5513,5683,32023,17849,14174,55155,64,38,26,23343,5641,2922,2719,15807,35665,3947,11.13,10.96,11.32,2180,741,1439,47609,89963,159191,86048,578,254,357,456,350,49945,68006,040020001,Urbana,5247.813,1,1,1,1,8.122,1,2016,1,1,-90.53964916666666,19.844814166666666
04,Campeche,002,Campeche,0070,Bethania,"90°21'56.372"" W","19°54'32.182"" N",0017,1280,605,675,21,38,38,44,82,95,31,41,123,60,63,390,3,1,2,604,9,4,5,91,279,31,7.73,7.44,8,5,1,4,332,258,1022,419,13,5,11,16,7,189,307,040020070,Rural,66.0822,0,0,0,1,0,1,2016,1,1,-90.36565888888889,19.908939444444442
04,Campeche,002,Campeche,0075,Chemblás,"90°21'22.349"" W","19°55'12.582"" N",0008,588,294,294,18,15,31,19,36,29,5,16,48,22,26,169,0,0,0,292,1,1,0,37,83,4,7.13,7.02,7.23,2,1,1,195,89,499,189,4,1,1,18,5,46,140,040020075,Rural,29.8462,0,0,0,1,0,1,2016,1,1,-90.35620805555556,19.92016166666667
04,Campeche,002,Campeche,0081,Hampolol,"90°23'16.299"" W","19°55'34.585"" N",0009,1221,594,627,25,40,34,33,46,75,33,27,148,66,82,313,2,1,1,405,109,54,55,154,323,14,8.44,8.37,8.52,2,0,2,261,407,814,483,8,2,3,15,4,194,327,040020081,Rural,96.8627,0,0,0,1,0,1,2016,1,1,-90.38786083333333,19.926273611111114
04,Campeche,002,Campeche,0086,Imí,"90°28'25.057"" W","19°52'32.468"" N",0000,1651,830,821,36,38,39,26,85,85,46,45,211,103,108,400,1,0,1,181,11,5,6,95,203,24,10.05,9.89,10.21,3,0,3,394,480,1169,655,16,19,59,22,3,290,432,040020086,Rural,733.6356,1,1,1,1,0,1,2016,1,1,-90.47362694444445,19.875685555555556
04,Campeche,002,Campeche,0101,San Francisco Kobén,"90°25'01.597"" W","19°54'58.390"" N",0008,1292,652,640,35,28,49,46,70,87,33,28,118,59,59,376,3,1,2,446,24,14,10,141,248,32,8.45,8.19,8.73,3,0,3,242,415,856,448,21,3,17,25,3,203,298,040020101,Rural,77.351,0,1,0,1,0,1,2016,1,1,-90.41711027777778,19.916219444444444
04,Campeche,003,Carmen,0001,Ciudad del Carmen,"91°50'11.220"" W","18°38'16.042"" N",0000,191238,97313,93925,4176,4155,4499,4551,8700,9044,4261,4568,17712,9423,8289,43954,9,4,5,5143,5145,2624,2521,9383,22500,2255,11,10.77,11.26,2314,649,1665,42400,65431,125326,66661,958,135,1863,143,241,36394,50521,040030001,Urbana,3562.454,1,1,1,1,187.745,1,2011,1,1,-91.83645,18.637789444444444
04,Campeche,003,Carmen,0005,Nuevo Progreso,"92°17'20.575"" W","18°37'22.608"" N",0001,5266,2635,2631,122,138,175,151,292,304,137,139,559,266,293,1458,0,0,0,104,25,15,10,307,571,55,9.05,8.75,9.35,45,7,38,1216,1574,3692,1897,55,11,610,30,38,370,1289,040030005,Urbana,419.7881,0,1,0,1,0,1,2011,1,1,-92.28904861111111,18.622946666666667
04,Campeche,003,Carmen,0006,Atasta,"92°06'13.861"" W","18°37'09.243"" N",0000,2712,1325,1387,76,63,61,78,140,140,64,60,318,151,167,682,0,0,0,4,14,9,5,71,271,27,8.08,7.9,8.26,12,3,9,672,1169,1543,967,13,2,115,6,31,305,676,040030006,Urbana,282.5076,1,1,1,1,20.49357,1,2011,1,1,-92.10385027777777,18.61923416666667
04,Campeche,003,Carmen,0013,Puerto Rico,"91°56'20.619"" W","18°37'15.284"" N",0001,676,355,321,25,15,22,29,45,44,25,12,66,28,38,217,0,0,0,0,0,0,0,13,22,1,8.16,8.07,8.26,6,1,5,98,171,505,265,6,1,8,0,16,46,157,040030013,Rural,30.0291,1,1,1,1,0.13909,1,2011,1,1,-91.93906083333334,18.620912222222223
04,Campeche,003,Carmen,0031,Santa Rita,"91°32'44.468"" W","18°19'22.970"" N",0004,266,130,136,9,6,10,9,19,22,5,8,32,16,16,88,0,0,0,3,1,0,1,12,25,8,6.62,6.3,6.92,0,0,0,111,39,227,107,3,1,31,3,4,18,63,040030031,Rural,18.5293,1,1,1,1,0,1,2011,1,1,-91.54568555555555,18.323047222222222
04,Campeche,003,Carmen,0082,Calax,"91°16'41.401"" W","18°51'25.512"" N",0003,136,56,80,4,7,4,7,8,14,4,5,11,4,7,53,0,0,0,16,1,0,1,4,18,3,6.57,6.56,6.57,0,0,0,29,25,111,69,2,2,2,3,3,12,27,040030082,Rural,19.6791,0,1,0,1,0,1,2011,1,1,-91.27816694444445,18.857086666666667
04,Campeche,003,Carmen,0101,San Antonio Cárdenas,"92°13'27.792"" W","18°37'04.005"" N",0000,4606,2268,2338,132,124,135,140,243,253,122,139,409,174,235,1288,0,0,0,25,5,4,1,147,242,32,8.42,8.19,8.64,98,11,87,1643,1254,3352,1857,38,4,120,19,48,201,1118,040030101,Urbana,350.3522,1,1,1,1,0.10451,1,2011,1,1,-92.22438666666667,18.61777916666667
04,Campeche,003,Carmen,0118,Nuevo Campechito,"92°27'54.859"" W","18°38'42.015"" N",0000,470,207,263,11,20,9,20,30,34,10,17,34,12,22,151,0,0,0,18,15,7,8,25,90,1,8.23,7.87,8.53,1,0,1,154,132,338,157,3,1,110,12,7,40,108,040030118,Rural,31.3289,1,1,1,1,14.49473,1,2011,1,1,-92.46523861111112,18.645004166666666
04,Campeche,003,Carmen,0199,Isla Aguada,"91°29'00.443"" W","18°46'58.875"" N",0001,7620,3810,3810,258,240,236,231,437,433,211,204,656,300,356,2250,1,0,1,131,782,405,377,384,673,74,8.14,8.13,8.16,22,8,14,2188,2781,4839,2889,125,21,140,30,46,995,1789,040030199,Urbana,313.7812,1,1,1,1,11.583,1,2011,1,1,-91.4834563888889,18.78302083333333
04,Campeche,003,Carmen,0262,Colonia Emiliano Zapata,"92°18'41.207"" W","18°39'53.395"" N",0012,1454,704,750,40,47,46,55,95,80,49,47,115,49,66,459,0,0,0,22,4,4,0,45,111,17,8.18,7.82,8.51,2,0,2,721,299,1155,429,25,3,66,20,21,109,297,040030262,Rural,86.9165,1,1,1,1,0,1,2011,1,1,-92.31144638888888,18.664831944444444
04,Campeche,003,Carmen,0614,Sabancuy,"91°10'49.854"" W","18°58'28.721"" N",0001,7744,3897,3847,236,235,239,236,431,479,179,207,858,387,471,2242,0,0,0,71,66,31,35,412,860,86,7.84,8.03,7.64,18,2,16,2099,2528,5213,2880,40,28,110,43,41,419,1919,040030614,Urbana,260.9691,1,1,1,1,7.65132,1,2011,1,1,-91.180515,18.97464472222222
04,Campeche,003,Carmen,0733,Bella Palizada,"91°13'14.763"" W","18°34'48.220"" N",0006,14,6,8,0,0,1,0,0,2,0,0,9,3,6,3,0,0,0,0,0,0,0,4,3,0,1.73,3.2,0.5,0,0,0,6,6,8,16,3,5,1,3,5,0,1,040030733,Rural,5.9415,0,1,1,1,0,1,2011,1,1,-91.22076750000001,18.58006111111111
04,Campeche,003,Carmen,1539,Santa Cruz,"91°40'56.859"" W","18°20'34.561"" N",0001,99,42,57,5,5,3,4,7,5,4,6,16,3,13,39,1,1,0,56,1,0,1,5,12,0,4.5,4.52,4.49,1,0,1,68,11,88,38,34,32,34,34,26,4,1,040031539,Rural,15.437,1,1,1,1,0,1,2011,1,1,-91.68246083333334,18.34293361111111
04,Campeche,003,Carmen,2248,Generalísimo Morelos,"91°34'39.248"" W","18°19'56.595"" N",0004,65,29,36,1,0,1,1,2,1,2,0,11,5,6,8,0,0,0,4,0,0,0,6,13,0,7.7,7.57,7.79,3,0,3,25,6,59,31,2,1,16,21,2,3,11,040032248,Rural,14.8134,0,1,0,1,0,1,2011,1,1,-91.57756888888889,18.3323875
04,Campeche,003,Carmen,2249,Valle de Solidaridad,"91°34'58.000"" W","18°20'02.000"" N",0010,26,12,14,1,0,0,1,2,2,0,0,3,2,1,6,0,0,0,0,1,1,0,1,4,0,8.6,7.89,9.18,0,0,0,10,12,14,25,1,0,8,1,0,7,7,040032249,Rural,3.8256,0,1,0,1,0,1,2011,1,1,-91.58277777777778,18.333888888888886
04,Campeche,003,Carmen,2250,Murallas de Campeche,"91°35'00.309"" W","18°20'09.934"" N",0003,117,60,57,3,2,6,5,7,7,5,5,17,6,11,40,0,0,0,25,0,0,0,9,15,1,6.26,6.44,6.08,0,0,0,26,34,83,49,6,1,22,2,1,18,24,040032250,Rural,19.3105,0,1,0,1,0,1,2011,1,1,-91.58341916666666,18.336092777777775
04,Campeche,003,Carmen,3354,Ignacio Zaragoza,"91°18'24.541"" W","18°23'15.131"" N",0002,387,190,197,7,11,15,7,29,38,15,15,42,14,28,137,0,0,0,3,1,1,0,33,33,4,7.22,7.41,7.03,0,0,0,21,175,212,129,6,1,4,11,3,34,82,040033354,Rural,42.0825,0,0,1,1,0,1,2011,1,1,-91.30681694444444,18.38753638888889
04,Campeche,003,Carmen,3402,Mamantel Pueblo (Mamantel Viejo),"91°05'51.859"" W","18°32'29.462"" N",0019,81,40,41,2,0,1,3,8,3,3,2,6,3,3,22,0,0,0,0,0,0,0,2,3,0,7.97,8.04,7.91,0,0,0,18,10,71,27,1,1,13,2,2,7,18,040033402,Rural,1.8436,0,0,0,1,0,1,2011,1,1,-91.09773861111111,18.541517222222225
04,Campeche,003,Carmen,3453,Pital Viejo,"91°07'28.871"" W","18°33'01.588"" N",0009,314,162,152,16,12,11,12,18,15,12,8,24,11,13,104,0,0,0,0,1,1,0,8,13,3,5.68,5.79,5.56,0,0,0,45,61,253,100,4,1,3,4,7,8,73,040033453,Rural,16.3825,0,0,0,1,0,1,2011,1,1,-91.12468638888888,18.550441111111112
04,Campeche,003,Carmen,4564,La Antorcha,"91°56'07.103"" W","18°38'03.486"" N",0001,242,111,131,7,7,3,10,11,14,4,6,27,12,15,62,0,0,0,12,0,0,0,19,47,4,7.67,7.53,7.8,0,0,0,41,110,132,212,19,1,17,9,5,54,59,040034564,Rural,11.0969,0,1,1,1,0,1,2011,1,1,-91.93530638888889,18.634301666666666
04,Campeche,004,Champotón,0001,Champotón,"90°43'26.008"" W","19°21'22.387"" N",0010,35799,18291,17508,842,865,973,1047,2098,2177,998,1012,3671,1858,1813,10012,9,4,5,3248,485,253,232,1722,3964,487,9.19,9.05,9.34,180,39,141,9900,11199,24573,12384,194,90,94,220,132,5447,8660,040040001,Urbana,1051.7927,1,1,1,1,0.13353,1,2010,1,1,-90.72389111111112,19.356218611111114
04,Campeche,004,Champotón,0016,La Joya,"90°40'30.875"" W","19°28'58.713"" N",0005,1192,568,624,37,35,38,31,52,62,34,29,109,53,56,318,3,2,1,359,2,0,2,68,72,22,7.37,7.44,7.31,3,1,2,167,338,854,379,16,3,3,22,10,200,287,040040016,Rural,44.4472,0,1,0,1,0,1,2010,1,1,-90.67524305555555,19.48297583333333
04,Campeche,004,Champotón,0017,Ciudad del Sol,"90°42'09.754"" W","19°28'42.048"" N",0015,696,340,356,16,16,10,22,31,41,20,11,83,41,42,167,0,0,0,130,6,3,3,40,57,16,8.6,8.81,8.4,3,1,2,58,228,468,246,3,3,0,5,3,152,182,040040017,Rural,14.4672,1,1,0,1,0,1,2010,1,1,-90.70270944444445,19.478346666666663
04,Campeche,004,Champotón,0019,Moquel,"90°40'25.269"" W","19°21'10.433"" N",0009,705,359,346,17,11,21,18,30,37,16,19,98,41,57,169,0,0,0,15,4,1,3,10,134,5,7.77,8.08,7.45,3,1,2,71,74,631,299,1,0,0,1,1,178,202,040040019,Rural,52.4508,0,1,1,1,0,1,2010,1,1,-90.67368583333334,19.352898055555556
04,Campeche,004,Champotón,0043,Vicente Guerrero,"90°43'50.157"" W","19°13'08.201"" N",0006,332,169,163,8,11,12,7,22,16,11,9,46,19,27,96,0,0,0,20,0,0,0,42,27,2,8.13,8.22,8.04,1,0,1,57,51,281,104,1,1,12,9,1,35,72,040040043,Rural,50.8821,0,0,0,1,0,1,2010,1,1,-90.73059916666666,19.218944722222222
04,Campeche,004,Champotón,0052,El Zapote,"90°36'46.725"" W","19°17'11.719"" N",0008,225,109,116,7,7,2,7,19,16,6,5,27,13,14,69,0,0,0,11,0,0,0,14,22,3,7.45,7.57,7.33,0,0,0,49,15,210,97,0,1,0,4,2,42,59,040040052,Rural,21.8793,0,0,0,1,0,1,2010,1,1,-90.61297916666666,19.286588611111114
04,Campeche,004,Champotón,0082,Ulumal,"90°37'22.803"" W","19°16'22.787"" N",0009,783,384,399,17,11,14,17,33,45,15,19,111,51,60,171,0,0,0,42,0,0,0,75,80,7,7.45,7.82,7.09,4,1,3,57,174,609,310,3,1,1,6,0,112,216,040040082,Rural,73.9349,0,0,0,1,0,1,2010,1,1,-90.62300083333332,19.272996388888888
04,Campeche,004,Champotón,0233,El Porvenir,"90°39'59.835"" W","19°27'50.626"" N",0004,410,192,218,16,8,12,10,19,28,10,14,39,12,27,117,0,0,0,156,2,0,2,38,39,19,6.35,6.45,6.27,0,0,0,90,89,321,150,9,4,102,15,4,80,103,040040233,Rural,36.0256,0,1,0,1,0,1,2010,1,1,-90.66662083333334,19.464062777777777
04,Campeche,004,Champotón,0521,Villamar,"90°46'20.899"" W","19°17'29.752"" N",0002,449,215,234,12,13,9,14,28,36,9,18,44,24,20,139,0,0,0,33,1,0,1,29,35,10,7.6,7.03,8.19,13,1,12,94,108,341,166,1,2,4,6,1,61,98,040040521,Rural,34.9381,1,1,1,1,0,1,2010,1,1,-90.77247194444445,19.29159777777778
04,Campeche,004,Champotón,1787,Punta Xen,"90°54'09.647"" W","19°10'46.264"" N",0001,173,83,90,4,11,8,6,11,10,5,5,10,5,5,60,0,0,0,15,1,1,0,15,26,2,6.1,6.56,5.66,0,0,0,63,30,143,71,1,23,43,6,4,25,32,040041787,Rural,20.705,1,1,1,1,0,1,2010,1,1,-90.90267972222223,19.17951777777778
04,Campeche,004,Champotón,2148,Villa de las Flores,"90°42'44.545"" W","19°19'41.549"" N",0029,208,96,112,7,8,6,9,9,14,9,9,16,7,9,71,0,0,0,20,0,0,0,11,25,3,7.42,6.86,7.92,4,0,4,91,83,125,118,28,21,2,13,3,52,25,040042148,Rural,9.4365,0,1,1,1,0,1,2010,1,1,-90.71237361111112,19.328208055555557
04,Campeche,004,Champotón,2356,Tres de Mayo,"90°43'08.971"" W","19°19'25.907"" N",0032,173,82,91,5,4,5,6,11,17,5,11,7,4,3,64,0,0,0,11,0,0,0,7,17,2,7.95,7.32,8.62,0,0,0,87,70,103,62,8,1,0,4,1,32,29,040042356,Rural,6.0785,0,1,1,1,0,1,2010,1,1,-90.71915861111111,19.323863055555556
04,Campeche,008,Tenabo,0016,Xkuncheil,"90°20'44.998"" W","19°57'18.879"" N",0010,105,46,59,1,4,4,2,1,4,1,4,20,10,10,21,0,0,0,24,0,0,0,13,26,0,7.64,7.26,7.98,0,0,0,26,24,81,71,0,2,2,4,3,14,31,040080016,Rural,20.8754,0,0,0,1,0,0,NA,0,0,-90.34583277777777,19.955244166666667
04,Campeche,012,Seybaplaya,0001,Seybaplaya,"90°41'17.884"" W","19°38'21.109"" N",0003,9515,4783,4732,183,199,219,248,428,462,215,233,1383,695,688,2187,11,3,8,657,78,44,34,748,1316,98,9.56,9.3,9.82,65,21,44,1743,2236,7279,3256,28,28,32,154,42,1183,2528,040120001,Urbana,276.2577,1,1,1,1,0,0,NA,0,0,-90.68830111111112,19.639196944444443
04,Campeche,012,Seybaplaya,0016,Haltunchén,"90°42'04.278"" W","19°30'09.488"" N",0014,60,31,29,1,1,2,1,2,7,6,0,4,3,1,20,0,0,0,18,0,0,0,2,8,1,6.15,6.8,5.5,0,0,0,16,15,45,25,0,0,0,12,4,11,12,040120016,Rural,3.4197,1,1,0,1,0,0,NA,0,0,-90.70118833333333,19.502635555555557
04,Campeche,012,Seybaplaya,0055,Villa Madero,"90°41'54.605"" W","19°31'42.273"" N",0003,4612,2309,2303,136,127,127,120,272,261,114,130,449,202,247,1287,3,1,2,376,6,4,2,292,691,55,8.02,7.94,8.09,32,7,25,876,1060,3552,1449,8,9,234,54,16,330,1124,040120055,Urbana,158.1455,1,1,0,1,0,0,NA,0,0,-90.69850138888889,19.528409166666666
