CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,NOMGEO,AMBITO,SUP_HAS
"030020076","03","002","0076",Isla Natividad,Rural,23.7677
"030020014","03","002","0014",Bahía Asunción,Rural,135.2561
"030020140","03","002","0140",San Bruno,Rural,56.7171
"030020001","03","002","0001",Santa Rosalía,Urbana,606.1643
"030020015","03","002","0015",Bahía Tortugas,Urbana,139.7748
"030020097","03","002","0097",Heroica Mulegé,Urbana,512.6412
"030021374","03","002","1374",Ejido Luis Echeverría,Rural,40.3679
"030020117","03","002","0117",Punta Chivato,Rural,46.2355
"030030341","03","003","0341",Agua de la Costa,Rural,212.6405
"030030402","03","003","0402",Boca del Álamo,Rural,19.0341
"030030418","03","003","0418",Buenos Aires,Rural,127.9081
"030032515","03","003","2515",Palo Blanco,Rural,72.2731
"030032846","03","003","2846",Maravia,Rural,18.6283
"030030482","03","003","0482",Ejido Plutarco Elías Calles,Rural,167.1574
"030031561","03","003","1561",Punta Prieta,Rural,34.7055
"030030392","03","003","0392",Los Barriles,Rural,232.7422
"030030920","03","003","0920",La Ventana,Rural,73.2284
"030031534","03","003","1534",Puerto de Pichilingue,Rural,36.4260
"030030963","03","003","0963",San Juan de la Costa,Rural,28.5915
"030031450","03","003","1450",El Comitán,Rural,110.8217
"030031630","03","003","1630",El Sargento,Rural,409.0867
"030030003","03","003","0003",Todos Santos,Urbana,1008.9402
"030030092","03","003","0092",El Centenario,Urbana,810.7101
"030030224","03","003","0224",Puerto Chale,Rural,21.5857
"030031394","03","003","1394",Los Algodones,Rural,11.9913
"030031424","03","003","1424",El Cardonal,Rural,74.4777
"030031784","03","003","1784",Los Cerritos,Rural,86.4494
"030030684","03","003","0684",El Pescadero,Urbana,310.2769
"030030108","03","003","0108",Chametla,Urbana,291.7012
"030080197","03","008","0197",Migriño,Rural,5.8397
"030080272","03","008","0272",Santa Cruz de los Zacatitos,Rural,197.6080
"030080985","03","008","0985",Ligth House Point States,Rural,109.5771
"030080533","03","008","0533",Los Pinos,Rural,11.3686
"030080323","03","008","0323",El Leonero,Rural,15.5528
"030080053","03","008","0053",Cabo Pulmo,Rural,32.0867
"030080048","03","008","0048",Buenavista,Rural,185.3121
"030081075","03","008","1075",Vinoramas Diamante,Rural,14.6187
"030081071","03","008","1071",Bahía Terranova,Rural,9.7813
"030080398","03","008","0398",Las Dos Ballenas,Rural,23.5555
"030080692","03","008","0692",Playa Tortuga,Rural,23.8323
"030080217","03","008","0217",La Ribera,Rural,253.4009
"030080054","03","008","0054",Cabo San Lucas,Urbana,6243.6404
"030080001","03","008","0001",San José del Cabo,Urbana,5540.3152
"030090118","03","009","0118",Nopoló,Rural,317.7423
"030090183","03","009","0183",Tripuí [Trailer Park],Rural,7.5369
"030090156","03","009","0156",Ensenada Blanca,Rural,22.3367
"030090176","03","009","0176",Puerto Escondido,Rural,20.6539
"030090161","03","009","0161",Ligüí,Rural,32.2012
"030090001","03","009","0001",Loreto,Urbana,871.7545
"040010002","04","001","0002",Isla Arena,Rural,30.1813
"040020086","04","002","0086",Imí,Rural,733.6356
"040020001","04","002","0001",San Francisco de Campeche,Urbana,5247.8130
"040020087","04","002","0087",Lerma,Urbana,564.9588
"040040521","04","004","0521",Villamar,Rural,34.9381
"040042119","04","004","2119",Campeche Playa Esmeralda Resort,Rural,30.3447
"040040017","04","004","0017",Ciudad del Sol,Rural,14.4672
"040041787","04","004","1787",Punta Xen,Rural,20.7050
"040040001","04","004","0001",Champotón,Urbana,1051.7927
"040070053","04","007","0053",Isla de San Isidro,Rural,9.5635
"040070001","04","007","0001",Palizada,Urbana,161.0706
"040120016","04","012","0016",Haltunchén,Rural,3.4197
"040120001","04","012","0001",Seybaplaya,Urbana,276.2577
"040120055","04","012","0055",Villa Madero,Urbana,158.1455
"040030013","04","003","0013",Puerto Rico,Rural,30.0291
"040033217","04","003","3217",El Aguacatal,Rural,84.3588
"040030031","04","003","0031",Santa Rita,Rural,18.5293
"040031539","04","003","1539",Santa Cruz,Rural,15.4370
"040030262","04","003","0262",Colonia Emiliano Zapata,Rural,86.9165
"040030001","04","003","0001",Ciudad del Carmen,Urbana,3562.4540
"040030006","04","003","0006",Atasta,Urbana,282.5076
"040030101","04","003","0101",San Antonio Cárdenas,Urbana,350.3522
"040030199","04","003","0199",Isla Aguada,Urbana,313.7812
"040030614","04","003","0614",Sabancuy,Urbana,260.9691
"040030118","04","003","0118",Nuevo Campechito,Rural,31.3289
"060010032","06","001","0032",El Paraíso [Balneario],Rural,18.2239
"060010341","06","001","0341",Colonia Flor de Coco,Rural,45.7301
"060010033","06","001","0033",Periquillo,Rural,25.4322
"060010009","06","001","0009",Cuyutlán,Rural,112.2875
"060010001","06","001","0001",Ciudad de Armería,Urbana,481.0928
"060010007","06","001","0007",Cofradía de Juárez,Urbana,114.4443
"060070696","06","007","0696",El Rebalse,Rural,35.1773
"060070001","06","007","0001",Manzanillo,Urbana,4805.0563
"060070024","06","007","0024",La Culebra (Colimilla),Rural,9.9666
"060090011","06","009","0011",Colonia Bayardo,Urbana,252.3875
"070030006","07","003","0006",Barra Zacapulco,Rural,23.7884
"070030093","07","003","0093",Las Lauras,Rural,27.4368
"070030140","07","003","0140",La Lupe,Rural,10.8399
"070030029","07","003","0029",La Palma,Rural,21.3467
"070090169","07","009","0169",El Arenal,Rural,15.5091
"070090093","07","009","0093",Punta Flor,Rural,35.8222
"070090046","07","009","0046",La Gloria,Rural,44.7532
"070400126","07","040","0126",Aztlán,Rural,23.0014
"070400130","07","040","0130",Las Brisas del Huayate,Rural,22.5242
"070510033","07","051","0033",Pampa Honda,Rural,9.8772
"070510293","07","051","0293",Barrita de Pajón,Rural,21.0847
"070540005","07","054","0005",San José el Hueyate (Barra de San José),Rural,101.0076
"070540046","07","054","0046",Emiliano Zapata I,Rural,15.6870
"070540088","07","054","0088",Barra de San Simón,Rural,1.4660
"070540176","07","054","0176",Barra de San Simón,Rural,13.8339
"070540133","07","054","0133",Badenia,Rural,26.0797
"070611547","07","061","1547",Nuevo Jalapa (Tapumbac),Rural,3.6283
"070611366","07","061","1366",Luis Echeverría (Agua Blanca),Rural,7.3841
"070620021","07","062","0021",Playa Larga 1ra. Sección,Rural,4.3616
"070620022","07","062","0022",Playa Larga 3ra. Sección,Rural,0.7276
"070620041","07","062","0041",Bajo Amacoíte,Rural,3.6366
"070620064","07","062","0064",Nuevo Peñitas,Rural,8.3116
"070620069","07","062","0069",Salomón González Blanco,Rural,0.5268
"070620019","07","062","0019",Plan de Ayala,Rural,31.5887
"070620023","07","062","0023",Nuevo Sayula,Rural,4.5848
"070620040","07","062","0040",Lindavista,Rural,30.0273
"070620057","07","062","0057",Nuevo Emiliano Zapata,Rural,5.5375
"070680007","07","068","0007",Plutarco Elías Calles,Rural,17.7134
"070680028","07","068","0028",Playas,Rural,10.5442
"070680101","07","068","0101",Platanar Abajo 2da. Sección B (Batería Chiapas),Rural,142.1613
"070680102","07","068","0102",Platanar Abajo 2da. Sección (Unidad Chiapaneca),Rural,9.4220
"070690032","07","069","0032",El Palmarcito,Rural,59.1606
"070690149","07","069","0149",Chocohuital,Rural,17.4015
"070690527","07","069","0527",El Fortín,Rural,30.7640
"070690529","07","069","0529",La Conquista,Rural,21.2579
"070691641","07","069","1641",Isla San José,Rural,12.8933
"070691848","07","069","1848",El Diamante,Rural,8.0932
"070690059","07","069","0059",La Esperanza (El Zapotal),Rural,43.0230
"070690530","07","069","0530",Barra Santiago,Rural,2.8903
"070740013","07","074","0013",Macayo 2da. Sección,Rural,133.2308
"070740014","07","074","0014",Macayo 3ra. Sección,Rural,109.2630
"070740012","07","074","0012",Macayo 1ra. Sección (Las Mercedes),Rural,62.6412
"070870004","07","087","0004",Brisas del Mar,Rural,26.4550
"070870133","07","087","0133",El Sajío,Rural,10.1620
"070870170","07","087","0170",El Gancho,Rural,77.6471
"070870171","07","087","0171",Tierra y Libertad,Rural,38.3705
"070870277","07","087","0277",Tres Hermanos San Isidro,Rural,25.6496
"070890308","07","089","0308",La Cigüeña,Rural,12.5882
"070890261","07","089","0261",Barra de Cahoacán (Las Gaviotas),Rural,29.8169
"070890871","07","089","0871",Playa Linda,Rural,110.4644
"070890148","07","089","0148",Puerto Madero (San Benito),Urbana,722.6529
"070920020","07","092","0020",Luis Espinosa,Rural,35.9533
"070920023","07","092","0023",Monte Alegre,Rural,3.3020
"070920158","07","092","0158",Nuevo Naranjo,Rural,16.6968
"070920738","07","092","0738",San Manuel,Rural,2.3930
"070970032","07","097","0032",El Manguito,Rural,23.9753
"070970044","07","097","0044",Pueblo Nuevo (San Cayetano),Rural,45.9195
"070970002","07","097","0002",Puerto Arista,Rural,69.3608
"070970033","07","097","0033",Manuel Ávila Camacho (Ponte Duro),Rural,99.6184
"070970164","07","097","0164",San Luqueño,Rural,20.0064
"070970040","07","097","0040",Paredón,Urbana,216.2202
"070971450","07","097","1450",Los Humildes,Rural,29.8424
"070970212","07","097","0212",Boca del Cielo,Rural,10.5424
"071240159","07","124","0159",Roberto Barrios,Rural,1.2145
"071240162","07","124","0162",Rómulo Calzada (La Herradura),Rural,22.3057
"071240021","07","124","0021",Cinco de Mayo,Rural,8.7116
"071240035","07","124","0035",El Estrecho,Rural,3.6821
"071240102","07","124","0102",La Venta,Rural,6.4616
"071240153","07","124","0153",Plan de Ayala,Rural,0.9824
"071240136","07","124","0136",Miguel Hidalgo Láminas Cuatro,Rural,10.4102
"071240170","07","124","0170",San Fernando Díaz (Maritano),Rural,2.2203
"071240132","07","124","0132",Lázaro Cárdenas,Rural,6.5614
"071240140","07","124","0140",Nueva Alianza,Rural,0.7525
"071240020","07","124","0020",Chintulito Campamento,Rural,4.5014
"071240192","07","124","0192",Tierra y Libertad,Rural,5.7000
"071240161","07","124","0161",Rubén Jaramillo,Rural,2.4742
"071240188","07","124","0188",Santos Degollado,Rural,13.9711
"071240009","07","124","0009",Benito Juárez Lámina Uno,Rural,2.8525
"071240146","07","124","0146",Nuevo México,Rural,37.8722
"071240001","07","124","0001",Raudales Malpaso,Urbana,454.2513
"071240124","07","124","0124",La Victoria,Rural,1.8334
"120010093","12","001","0093",El Carrizo,Rural,4.0055
"120010132","12","001","0132",Parotillas,Rural,1.5881
"120010147","12","001","0147",El Rincón,Rural,6.7439
"120010242","12","001","0242",Bella Vista Papagayo,Rural,10.2291
"120010587","12","001","0587",Rancho las Marías,Rural,1.3255
"120010349","12","001","0349",San Andrés Playa Encantada (El Podrido),Rural,115.2511
"120010085","12","001","0085",Barra Vieja,Rural,38.8398
"120010078","12","001","0078",Aguas Calientes,Rural,26.3061
"120010088","12","001","0088",Cacahuatepec,Rural,13.3434
"120010108","12","001","0108",Los Ilamos,Rural,1.4607
"120010753","12","001","0753",Paraíso Lomas de Chapultepec (El Plantón),Rural,8.3191
"120010150","12","001","0150",Salsipuedes,Rural,6.6816
"120010098","12","001","0098",La Concepción,Rural,33.8857
"120010355","12","001","0355",Tasajeras,Rural,11.2192
"120010001","12","001","0001",Acapulco de Juárez,Urbana,14262.5727
"120010121","12","001","0121",Lomas de Chapultepec,Rural,31.8212
"120010131","12","001","0131",Las Parotas,Rural,3.8396
"120010162","12","001","0162",Teniente José Azueta (Río Papagayo),Rural,6.3961
"120130054","12","013","0054",Talapilla,Rural,7.5206
"120130186","12","013","0186",El Arenal (La Plataforma),Rural,2.0247
"120140011","12","014","0011",Llano Real (El Dorado),Rural,38.5416
"120180023","12","018","0023",Las Peñas,Rural,14.8491
"120180009","12","018","0009",Colonia Juan N. Álvarez (Playa Ventura),Rural,91.3943
"120210042","12","021","0042",El Carrizal,Rural,56.5766
"120210124","12","021","0124",San Nicolás de las Playas,Rural,25.2596
"120210009","12","021","0009",La Barra (La Barra de Coyuca),Rural,43.8078
"120210123","12","021","0123",Colonia Luces en el Mar,Rural,76.6336
"120210041","12","021","0041",Playa Azul,Rural,11.1008
"120210035","12","021","0035",Los Mogotes,Rural,331.4305
"120230011","12","023","0011",Comaltepec (Comal),Rural,23.7404
"120230030","12","023","0030",El Terrero,Rural,11.4185
"120230022","12","023","0022",Punta Maldonado (El Faro),Rural,20.4294
"120230008","12","023","0008",Cerro de las Tablas,Rural,10.3728
"120230012","12","023","0012",El Cuiji (El Cuije),Rural,8.8602
"120300006","12","030","0006",Boca del Río,Rural,5.0727
"120300019","12","030","0019",Pico del Monte,Rural,3.4460
"120300010","12","030","0010",Chautengo,Rural,16.0746
"120360010","12","036","0010",San Juan de los Llanos,Rural,22.5377
"120380364","12","038","0364",Playa Larga,Rural,8.8815
"120380067","12","038","0067",Playa Blanca,Rural,65.1617
"120380001","12","038","0001",Zihuatanejo,Urbana,1131.3301
"120380013","12","038","0013",San José Ixtapa (Barrio Viejo),Urbana,439.3367
"120380124","12","038","0124",Ixtapa Zihuatanejo,Urbana,1180.1754
"120460004","12","046","0004",El Capricho (La Poza),Rural,11.5465
"120460017","12","046","0017",Las Iguanas,Rural,14.0992
"120460019","12","046","0019",La Libertad,Rural,3.8461
"120460027","12","046","0027",San Isidro,Rural,9.2096
"120460031","12","046","0031",El Tamarindo,Rural,4.9399
"120460041","12","046","0041",Paso Cuahulote,Rural,2.7718
"120460034","12","046","0034",Vista Hermosa,Rural,15.4774
"120460036","12","046","0036",El Sepudo,Rural,10.2134
"120460021","12","046","0021",Milpillas,Rural,19.1464
"120460013","12","046","0013",El Charco de la Puerta,Rural,7.8736
"120480393","12","048","0393",La Barrita (Playa la Barrita),Rural,3.1022
"120480030","12","048","0030",Puente la Barrita,Rural,3.0307
"120480051","12","048","0051",El Cayacal,Rural,2.2487
"120480220","12","048","0220",Barra de Potosí,Rural,35.4194
"120530024","12","053","0024",Chacalapa del Pacífico,Rural,12.3805
"120530032","12","053","0032",Las Lomitas de Papagayo,Rural,5.3601
"120530053","12","053","0053",San José Guatemala,Rural,13.0997
"120530076","12","053","0076",Amazquite,Rural,12.6428
"120570213","12","057","0213",La Parada del Puerto Vicente Guerrero,Rural,7.9739
"120570678","12","057","0678",Playa Ojo de Agua,Rural,7.2013
"120570071","12","057","0071",Puerto Vicente Guerrero,Rural,19.9956
"120570023","12","057","0023",El Cayaquito,Rural,14.5529
"120570059","12","057","0059",Papanoa,Urbana,249.0614
"120570104","12","057","0104",Carrizal Cinta Larga,Rural,37.6854
"120680081","12","068","0081",San Francisco,Rural,13.1628
"120680133","12","068","0133",La Majahua,Rural,5.4008
"120680154","12","068","0154",Troncones (Emiliano Zapata),Rural,72.1256
"120680077","12","068","0077",La Saladita,Rural,2.5527
"120680289","12","068","0289",La Pequeña Hinojosa,Rural,7.5095
"120680051","12","068","0051",El Naranjito,Rural,28.0117
"120680063","12","068","0063",Petacalco,Urbana,133.0303
"120680086","12","068","0086",Tamacuas (El Ranchito),Rural,6.1779
"120680310","12","068","0310",Colonia Santa Fe (28 de Marzo),Rural,2.4236
"120680093","12","068","0093",Zacatula,Rural,27.2912
"120770023","12","077","0023",La Bocana,Rural,9.5800
"120770004","12","077","0004",Barra de Tecoanapa,Rural,44.0430
"120800040","12","080","0040",Vista Hermosa,Rural,2.8164
"140200062","14","020","0062",Quimixto,Rural,12.2127
"140200121","14","020","0121",Maito,Rural,10.5519
"140200070","14","020","0070",Yelapa,Rural,99.9444
"140200034","14","020","0034",Ipala,Rural,10.9972
"140200087","14","020","0087",Villa del Mar,Rural,28.7841
"140200079","14","020","0079",Aquiles Serdán,Rural,13.2506
"140200130","14","020","0130",Naranjitos (Arroyo Seco),Rural,10.1484
"140220009","14","022","0009",Emiliano Zapata (El Ranchito),Rural,83.9122
"140220047","14","022","0047",Cuastecomate,Rural,15.7425
"140220006","14","022","0006",Barra de Navidad,Urbana,221.3361
"140220033","14","022","0033",San Patricio (Melaque),Urbana,214.6723
"140430012","14","043","0012",Arroyo Seco,Rural,13.4703
"140430146","14","043","0146",Pérula,Rural,122.7374
"140430062","14","043","0062",La Manzanilla,Rural,90.3451
"140430137","14","043","0137",Pueblo Careyes,Rural,9.4335
"140430033","14","043","0033",Chamela,Rural,15.4018
"140670009","14","067","0009",Boca de Tomatlán,Rural,29.9838
"140670086","14","067","0086",El Nogalito,Rural,28.8889
"140670008","14","067","0008",Mismaloya,Rural,56.8626
"140670001","14","067","0001",Puerto Vallarta,Urbana,4910.5439
"160080041","16","008","0041",Cachán de Echeverría,Rural,29.4333
"160080047","16","008","0047",Colola,Rural,40.7144
"160080057","16","008","0057",Cuilala de Hidalgo,Rural,6.7548
"160080078","16","008","0078",Huahua,Rural,14.8770
"160080103","16","008","0103",Boca de la Manzanilla (La Manzanilla Dos),Rural,9.3116
"160080148","16","008","0148",Maruata,Rural,114.1287
"160080169","16","008","0169",La Ticla,Rural,25.0422
"160080179","16","008","0179",El Zapote de Madero,Rural,24.4765
"160080188","16","008","0188",Arenas Blancas,Rural,12.1013
"160080340","16","008","0340",Ixtapilla,Rural,13.9473
"160080427","16","008","0427",Paso de Noria,Rural,2.2472
"160080470","16","008","0470",San Juan de Alima,Rural,135.2160
"160080533","16","008","0533",La Palma Sola,Rural,9.4469
"160080702","16","008","0702",El Campo de Huahua (La Tinaja),Rural,12.2289
"160080834","16","008","0834",La Privada,Rural,29.1038
"160080214","16","008","0214",La Brisa,Rural,5.6799
"160080139","16","008","0139",La Placita de Morelos,Rural,86.9018
"160080339","16","008","0339",Barra de Neixpa (Isla de Neixpa),Rural,13.0985
"160080110","16","008","0110",Motín del Oro,Rural,16.9543
"160080315","16","008","0315",El Faro de Bucerías,Rural,49.0430
"160140013","16","014","0013",Boca de Apiza,Rural,54.6938
"160140119","16","014","0119",Ojo de Agua de San Telmo,Rural,31.3035
"160520033","16","052","0033",Las Calabazas,Rural,18.4080
"160520066","16","052","0066",Chuquiapan,Rural,34.0744
"160520067","16","052","0067",Chuta,Rural,9.7026
"160520119","16","052","0119",La Manzanilla Uno,Rural,5.7416
"160520123","16","052","0123",Mexcalhuacán,Rural,7.5092
"160520132","16","052","0132",Nexpa (Neixpa),Rural,4.2505
"160520150","16","052","0150",Las Peñas,Rural,31.2646
"160520231","16","052","0231",El Carrizalillo,Rural,5.9405
"160520257","16","052","0257",Los Llanos del Bejuco,Rural,25.4163
"160520284","16","052","0284",La Villita,Rural,6.9292
"160520432","16","052","0432",Villa Dorada,Rural,9.7388
"160520565","16","052","0565",El Mirador,Rural,0.6437
"160520566","16","052","0566",Playa del Carmen,Rural,9.4745
"160520065","16","052","0065",Chucutitán,Rural,36.7539
"160520001","16","052","0001",Ciudad Lázaro Cárdenas,Urbana,6308.7643
"160520035","16","052","0035",Bahía Bufadero (Caleta de Campos),Urbana,182.1157
"160520077","16","052","0077",Las Guacamayas,Urbana,877.2029
"160520137","16","052","0137",La Orilla,Urbana,508.5180
"160520158","16","052","0158",Playa Azul,Urbana,213.6568
"160520457","16","052","0457",El Vergelito (La Orilla Vieja),Rural,6.6441
"160520495","16","052","0495",San Isidro Labrador,Rural,5.0587
"160520435","16","052","0435",Movimiento Urbano Popular [Colonia],Rural,21.8687
"180010115","18","001","0115",Chalpa,Rural,2.0342
"180040137","18","004","0137",Platanitos,Rural,4.7730
"180040572","18","004","0572",Reserva Natural del Palmar (El Suspiro) [Colonia],Rural,7.8834
"180040128","18","004","0128",La Peñita de Jaltemba,Urbana,273.6106
"180040020","18","004","0020",Los Ayala,Rural,50.2097
"180040154","18","004","0154",Rincón de Guayabitos,Urbana,258.4335
"180040626","18","004","0626",Chacalilla,Rural,41.8954
"180040065","18","004","0065",Chacala,Rural,19.4343
"180040616","18","004","0616",Villas del Trópico,Rural,11.0354
"180040322","18","004","0322",Paraíso Escondido [Colonia],Urbana,99.4491
"180120006","18","012","0006",Boca del Asadero,Rural,6.5607
